uso_cpu_percent,uso_ram_percent,uso_gpu_percent,uso_disco_percent,temperatura_c,status_crash
89.52,74.83,31.21,13.84,83.66,1
51.17,15.37,80.24,66.58,65.1,1
53.21,29.19,86.14,52.47,64.33,1
10.72,75.61,13.73,63.94,43.66,0
44.74,71.64,95.24,33.8,54.55,0
53.26,97.11,32.88,90.69,59.81,1
24.25,79.69,66.23,58.74,38.04,1
26.92,95.82,75.18,8.54,44.01,0
37.73,74.72,81.19,44.98,57.46,1
2.01,40.33,94.57,75.64,37.7,0
32.21,23.96,31.29,79.41,54.13,0
21.14,81.46,85.85,49.46,33.72,0
32.75,69.75,13.17,89.47,55.07,0
11.98,19.1,70.5,26.77,27.99,0
89.05,45.6,74.2,41.06,87.92,1
59.36,96.33,67.77,89.86,63.78,1
67.91,57.53,25.23,89.63,74.26,1
78.92,51.78,87.3,68.57,70.69,1
49.84,53.9,16.89,85.9,65.76,1
8.69,32.76,5.36,8.88,27.89,0
53.71,46.34,71.75,86.5,58.88,1
58.68,46.43,47.55,32.06,60.22,0
74.54,19.45,84.91,17.83,65.95,0
43.17,80.24,38.34,23.94,56.37,0
12.76,50.4,16.83,41.8,46.69,0
28.38,84.89,83.64,25.12,60.36,1
36.31,87.28,54.89,32.06,52.27,0
64.59,33.02,18.92,13.5,74.34,0
57.08,70.88,72.04,29.62,65.41,1
35.61,55.14,51.11,57.23,53.86,0
98.65,89.81,60.43,44.19,87.48,1
60.58,33.34,46.09,34.67,67.32,0
23.72,72.61,82.87,74.65,46.92,1
10.18,66.66,82.96,89.35,33.21,0
15.29,40.1,70.94,75.68,38.78,0
24.6,26.61,10.54,33.2,44.47,0
16.07,70.39,83.89,74.44,43.77,0
18.66,77.78,67.1,15.2,35.86,0
28.51,41.83,69.7,13.03,46.85,0
17.34,69.81,36.3,34.56,49.96,0
89.68,48.59,87.93,80.77,89.63,1
8.02,75.62,72.54,24.63,41.56,0
52.45,31.93,11.26,6.33,61.59,0
41.04,90.67,40.78,13.17,56.23,0
98.24,39.43,88.64,85.87,93.95,1
11.2,46.26,4.72,63.38,44.52,0
39.79,19.94,96.14,25.32,44.11,0
96.95,24.48,67.92,55.53,81.59,1
86.55,58.85,63.14,52.76,88.48,1
81.71,37.75,27.06,65.54,77.64,1
25.79,86.02,24.88,23.32,42.12,0
17.09,16.25,94.21,86.44,33.98,0
66.86,47.22,29.83,30.94,67.34,0
92.94,43.67,77.55,69.41,78.75,1
55.68,16.64,39.31,1.61,73.86,0
57.16,25.57,13.93,37.27,64.18,0
28.0,50.16,1.07,35.17,46.51,0
76.95,56.89,54.43,54.35,79.11,1
18.7,49.36,97.58,7.27,46.03,0
32.37,60.13,36.91,79.01,54.15,0
42.54,65.59,35.72,21.78,60.89,0
50.76,15.84,34.41,67.7,57.3,0
24.24,54.45,52.05,80.32,43.06,0
11.48,96.9,44.07,56.19,40.74,0
61.06,59.12,87.99,74.09,64.0,1
28.86,72.59,50.55,66.19,47.29,1
58.12,41.51,50.78,35.55,66.87,1
15.44,80.79,13.84,80.89,43.19,0
48.11,80.7,98.27,29.47,49.98,1
53.26,59.31,25.0,57.12,65.53,1
5.18,97.96,7.34,74.54,31.94,0
33.66,25.67,66.31,37.9,53.73,0
13.44,16.44,59.54,30.28,41.95,0
6.34,80.46,41.51,45.93,41.84,0
99.0,83.61,42.22,81.8,96.16,1
32.24,25.22,78.51,92.99,56.07,0
80.99,37.57,19.57,54.51,85.81,1
25.46,16.49,82.03,66.15,46.74,0
68.15,39.93,64.87,90.33,71.05,1
76.02,80.72,41.9,9.85,79.98,1
59.56,59.03,45.8,23.21,69.4,1
47.16,44.59,25.66,70.89,56.75,0
41.18,46.6,75.21,82.37,56.73,0
34.89,15.12,51.29,85.7,50.76,0
92.95,40.48,32.09,41.51,81.5,1
83.06,69.95,59.61,8.93,86.29,1
96.5,97.81,99.57,43.78,88.18,1
12.43,87.0,43.53,23.07,47.7,0
73.09,17.01,92.07,29.12,65.72,1
93.83,91.38,34.5,77.23,83.52,1
18.12,81.57,5.47,7.55,41.04,0
6.65,81.33,20.42,82.76,39.68,0
74.11,53.93,41.87,42.77,76.46,1
57.45,48.83,21.96,59.61,66.02,0
84.18,40.75,0.02,8.97,74.87,0
13.98,20.58,91.5,33.74,32.6,0
79.53,34.4,84.39,8.97,79.33,1
20.16,35.96,74.23,96.15,35.28,0
16.37,56.15,16.78,80.73,37.16,0
16.43,78.53,12.04,45.96,42.36,0
81.46,55.27,6.76,22.36,73.96,0
66.52,19.92,72.4,93.35,77.94,1
52.31,96.41,92.88,34.46,67.5,1
35.88,95.13,43.05,16.1,43.67,0
87.72,81.74,11.91,56.32,77.97,1
39.24,99.26,51.24,94.38,42.12,1
81.66,61.28,34.88,0.38,75.08,0
43.91,96.84,37.48,23.81,60.18,1
37.69,21.43,62.13,93.84,50.55,1
46.27,46.08,71.87,17.11,60.06,0
30.14,34.16,11.06,11.32,40.47,0
74.76,31.65,3.56,57.02,78.85,1
50.27,26.97,99.43,86.18,57.39,0
23.22,67.91,23.27,47.71,43.99,0
89.96,81.41,5.38,99.46,83.51,1
38.39,64.16,18.99,67.92,46.68,0
54.36,27.49,3.9,7.41,56.85,0
90.65,83.95,39.18,99.28,89.23,1
62.42,69.06,80.24,40.79,69.45,1
11.69,47.99,34.12,28.74,42.26,0
93.98,72.3,44.42,55.79,88.01,1
62.77,37.09,67.56,30.43,68.38,1
33.49,44.34,50.89,8.65,41.46,0
13.93,92.99,86.14,0.14,37.0,0
79.4,39.69,86.6,44.96,77.5,1
62.01,54.95,0.99,83.69,76.97,1
53.35,90.66,77.8,57.23,65.44,1
89.39,75.16,46.07,99.92,91.31,1
78.86,20.29,98.88,28.68,80.3,0
15.17,27.52,48.32,28.05,35.54,0
31.17,15.67,98.69,15.97,49.29,0
24.85,68.63,75.46,16.41,46.09,0
74.39,53.05,24.86,28.52,69.94,1
3.35,26.41,53.84,79.28,30.09,0
56.99,96.42,99.21,90.58,63.16,1
76.25,60.02,85.75,97.51,83.78,1
87.68,35.56,9.74,23.23,72.2,1
34.21,57.55,70.64,88.13,56.55,0
82.13,72.77,34.56,32.83,74.59,0
11.06,21.48,0.7,11.28,29.78,0
84.65,38.35,40.35,87.0,86.69,1
12.75,83.59,23.48,63.61,41.31,0
39.73,54.07,81.89,16.47,60.11,0
79.73,61.46,33.73,42.98,81.84,1
14.99,51.79,82.75,28.73,49.29,0
22.93,18.73,0.06,73.68,46.55,0
72.23,29.09,30.78,45.34,72.55,0
72.0,52.87,24.12,98.93,74.92,1
64.11,32.78,23.36,5.47,74.69,0
69.39,19.25,6.82,35.5,67.74,0
54.27,86.71,18.71,48.19,59.3,0
25.18,98.4,55.55,50.31,43.56,1
34.57,82.42,29.14,31.59,40.22,0
18.16,87.57,41.74,72.92,41.59,0
90.85,35.57,37.69,87.47,75.08,1
58.34,96.65,87.59,93.87,65.27,1
40.09,31.74,90.53,80.51,58.38,1
46.2,95.87,49.3,85.06,55.34,1
94.73,99.56,33.02,55.05,95.22,1
15.34,75.5,10.68,82.59,31.9,0
58.62,98.4,95.34,30.35,71.13,1
50.59,63.41,6.02,39.85,63.73,0
61.15,37.06,29.77,31.69,58.11,1
1.81,52.14,29.81,46.74,44.64,0
87.21,65.45,32.04,28.56,82.01,1
93.21,21.21,16.43,96.16,81.54,1
56.51,67.9,78.32,31.28,56.87,0
69.67,98.4,12.25,9.8,70.7,1
92.25,31.16,63.49,52.68,84.71,1
70.72,82.37,12.38,5.71,72.95,0
15.25,92.17,7.05,11.05,37.66,0
57.63,95.21,90.94,21.94,67.74,1
60.67,96.61,19.01,46.44,64.46,0
42.41,59.32,82.13,43.33,45.77,1
73.64,98.07,54.46,79.97,73.44,1
93.44,79.37,7.79,73.95,74.22,1
92.56,28.74,95.54,42.63,87.3,1
45.08,55.54,24.7,33.37,52.15,0
11.32,76.06,85.96,31.65,37.61,0
98.48,36.02,16.88,77.4,95.66,1
83.89,69.45,85.39,5.21,75.59,1
12.47,71.66,1.32,1.28,42.79,0
92.08,28.83,51.18,79.55,83.08,1
86.99,63.03,76.94,47.71,90.96,1
51.88,80.59,93.48,13.09,59.3,0
59.13,57.41,90.92,23.56,61.27,0
39.9,16.03,81.96,93.25,57.38,1
5.48,15.77,88.82,85.95,31.11,0
33.52,45.35,19.92,70.98,45.9,0
80.29,93.73,28.42,48.22,75.78,1
0.46,34.44,28.9,52.03,30.05,0
33.35,68.92,37.71,97.52,56.72,0
39.82,33.88,39.33,96.58,44.22,1
53.74,42.34,54.46,21.53,62.36,0
91.99,87.08,15.99,81.11,88.32,1
34.63,76.95,69.12,19.72,51.75,0
34.7,23.11,16.76,21.35,57.37,0
73.75,51.44,31.03,67.61,73.88,1
45.22,17.48,50.33,40.5,56.21,0
22.46,55.88,79.64,93.15,46.44,0
45.24,71.31,73.95,8.9,57.64,1
14.09,25.07,64.55,51.15,36.5,0
17.64,39.56,15.58,91.85,43.16,0
49.84,48.82,54.7,90.41,56.64,1
41.89,93.16,8.74,15.65,52.08,0
91.48,99.43,37.74,36.66,82.25,1
36.24,18.82,41.35,61.91,58.51,0
58.06,79.69,3.98,15.94,48.73,0
63.23,46.6,27.4,96.8,69.91,1
1.31,48.36,95.56,91.47,30.96,0
66.35,79.11,95.36,16.7,61.41,1
17.8,93.07,35.23,12.12,42.23,0
96.11,95.83,4.31,8.54,90.04,1
14.87,64.06,17.91,90.94,41.87,0
41.46,45.36,39.22,19.36,41.62,0
8.53,81.94,94.78,41.63,41.95,0
99.69,36.34,14.12,44.89,86.12,1
50.22,62.95,76.35,59.9,63.56,1
59.54,45.48,10.87,7.17,69.43,0
6.71,70.81,98.13,22.68,29.64,0
75.0,35.43,38.16,93.15,78.3,1
20.99,31.29,77.52,90.84,40.67,0
89.81,93.05,34.26,78.13,73.53,1
20.51,23.65,62.77,1.94,48.15,0
19.07,58.01,19.2,32.7,37.57,0
3.65,33.77,14.6,62.8,27.92,0
47.21,18.31,93.81,27.52,56.31,0
56.48,18.06,91.76,90.96,65.25,1
6.57,29.89,88.75,63.39,33.66,0
77.55,88.68,62.54,7.19,79.27,1
45.33,39.01,80.83,90.9,50.5,1
52.44,95.79,6.9,95.78,57.75,1
44.08,64.44,33.48,7.77,55.87,0
40.08,52.11,31.37,53.24,63.54,0
55.96,64.31,63.56,30.34,63.01,0
15.52,58.92,35.6,39.28,44.74,0
18.19,79.5,14.85,17.97,41.11,0
86.18,39.01,59.65,57.81,79.29,1
94.61,45.01,81.44,95.8,85.53,1
37.33,91.0,38.21,50.31,51.56,1
27.07,95.45,13.23,8.29,49.26,0
64.4,90.87,19.67,62.0,75.51,1
40.87,50.65,23.75,34.02,56.32,0
2.54,81.33,29.99,85.59,37.46,0
15.62,55.49,64.28,43.47,34.55,0
71.6,57.29,60.09,19.28,70.89,1
65.89,32.4,69.61,19.11,65.91,0
2.71,65.25,36.25,76.88,33.2,0
22.2,30.82,82.4,26.56,41.52,0
23.11,43.18,20.41,76.72,47.51,0
67.19,87.68,46.9,20.59,65.66,1
1.97,32.6,80.09,32.17,31.4,0
10.41,21.05,18.02,46.55,39.68,0
79.99,20.87,10.99,94.32,67.67,0
17.85,94.97,88.37,93.17,51.32,1
65.27,58.09,34.29,20.69,67.75,0
23.82,49.8,68.39,35.82,34.17,0
9.94,83.92,2.53,14.94,36.76,0
24.32,86.05,69.0,51.0,44.76,0
72.23,43.24,31.61,46.06,72.93,1
85.57,73.96,5.57,90.08,86.3,1
83.02,80.55,60.98,93.0,83.55,1
39.72,70.65,24.08,38.36,55.32,0
66.81,27.89,38.68,49.17,72.34,1
20.5,89.45,8.06,89.62,41.78,0
29.31,60.82,14.72,80.67,56.47,1
89.63,39.01,29.8,0.37,76.38,0
1.3,51.14,8.98,32.01,31.48,0
8.55,18.19,91.08,42.18,35.46,0
20.79,25.87,0.6,22.97,46.54,0
2.65,80.07,48.39,19.96,27.37,0
18.14,15.0,12.32,3.78,32.17,0
58.3,50.41,30.77,64.34,65.77,0
42.14,59.41,92.61,26.25,56.69,0
89.27,19.64,16.17,5.23,91.01,0
81.74,97.71,96.58,23.1,72.69,1
34.18,34.22,20.58,80.19,56.28,0
25.94,40.86,74.16,85.15,57.4,1
37.97,40.84,54.67,48.31,50.89,0
59.03,34.59,88.45,41.61,58.96,0
26.81,15.13,55.4,97.79,44.05,0
62.41,76.99,53.46,20.06,67.52,1
40.94,97.18,19.55,21.54,57.38,1
55.2,34.06,16.62,29.19,60.17,0
43.61,71.36,91.65,17.28,63.94,1
29.45,78.06,32.78,37.94,42.1,0
94.85,87.12,37.21,91.08,78.21,1
76.36,50.92,75.98,61.53,81.35,1
14.01,40.75,33.88,41.19,27.03,0
86.85,42.65,95.21,93.44,81.09,1
48.74,75.57,73.79,4.85,74.83,0
89.46,84.43,59.74,21.03,83.61,1
79.99,30.44,88.09,56.59,72.39,1
42.52,46.53,4.96,61.56,55.23,0
2.25,91.66,25.71,3.96,31.09,0
26.87,83.57,46.5,40.3,46.92,0
54.16,98.71,22.7,64.92,65.81,1
63.35,79.11,74.39,69.81,62.81,1
25.79,48.42,91.92,63.81,53.91,0
13.94,65.2,42.38,32.06,39.59,0
83.49,71.19,34.21,9.35,83.73,1
98.44,21.67,96.16,42.71,85.92,1
52.57,61.28,44.49,12.88,67.97,1
17.17,75.29,48.9,94.76,39.02,0
27.23,29.22,35.16,47.52,47.73,0
1.84,81.35,90.95,31.73,26.44,0
91.43,64.62,56.9,76.63,79.87,1
11.78,95.94,76.22,49.79,40.51,0
57.65,18.61,81.18,31.0,62.37,0
27.41,37.55,34.18,81.2,42.17,0
55.42,66.13,43.37,86.72,60.03,1
65.14,40.21,84.85,67.3,72.58,1
82.97,75.73,36.33,4.7,76.64,1
20.64,79.52,79.39,56.63,41.8,0
1.1,23.71,94.1,76.33,30.73,0
13.69,58.68,62.32,13.65,28.63,0
90.0,58.26,74.16,22.87,76.65,1
87.39,46.39,80.51,88.25,84.11,1
59.74,94.3,84.5,2.01,62.16,0
60.05,85.34,39.51,75.27,71.31,1
66.5,74.26,5.13,47.38,74.74,1
17.54,75.72,40.19,44.68,44.12,0
91.44,54.25,67.38,0.71,93.96,1
41.88,93.28,45.04,81.94,54.71,1
38.31,74.04,74.9,35.98,56.23,0
51.89,76.96,35.7,54.08,58.21,1
4.7,88.24,63.47,67.73,45.08,0
16.63,38.3,18.64,70.26,49.9,0
73.8,83.6,74.94,95.6,74.34,1
8.28,31.6,54.57,53.13,36.9,0
60.32,44.35,20.41,39.97,72.99,0
24.53,43.53,29.19,95.37,43.99,0
38.93,98.17,74.86,64.21,50.07,1
28.87,87.81,48.26,29.82,51.69,1
35.57,74.6,21.6,12.65,51.73,0
71.9,76.8,96.73,84.26,74.06,1
29.71,62.78,71.51,36.22,43.66,0
56.64,95.5,95.71,66.05,55.4,1
47.61,57.18,42.71,47.08,59.74,0
66.37,47.34,47.51,19.89,74.35,0
93.68,28.86,89.8,60.17,85.08,1
73.26,81.83,52.5,6.07,81.14,1
21.49,77.43,70.73,41.33,39.38,1
3.12,47.67,25.22,54.66,26.6,0
26.23,17.14,44.67,43.6,45.4,0
59.51,86.31,12.34,74.87,65.29,1
5.14,15.97,20.6,82.79,36.94,0
49.64,74.81,0.09,77.12,55.91,0
59.68,97.47,3.93,3.88,72.65,1
33.42,52.2,97.73,19.41,59.89,1
77.09,34.97,24.24,53.66,76.06,0
10.66,74.91,66.33,93.48,42.64,0
7.51,84.46,83.91,83.5,29.23,0
72.82,61.45,55.07,84.25,79.07,1
49.55,97.2,15.31,30.32,64.97,1
68.84,19.39,72.81,42.94,75.62,1
43.48,57.91,60.03,47.07,56.01,0
24.64,76.07,73.13,15.74,30.01,0
81.91,88.32,76.97,3.11,75.94,1
79.94,30.24,97.54,94.69,74.84,1
69.47,83.0,57.36,24.07,66.79,0
27.21,61.98,34.16,23.99,46.94,0
59.02,48.71,64.85,8.34,63.32,1
36.1,26.2,6.84,92.85,47.54,0
9.16,88.55,89.74,57.97,30.2,0
91.73,28.37,11.94,66.7,81.46,1
13.68,41.33,32.78,91.16,43.82,0
95.02,39.65,81.57,34.56,83.71,1
44.6,89.07,59.73,62.15,54.19,1
18.51,72.18,39.36,3.88,38.82,0
54.19,82.72,47.34,18.68,64.21,1
87.29,36.29,85.45,83.12,84.66,1
73.22,68.11,34.0,76.68,58.71,1
80.66,63.6,86.96,35.06,83.5,1
65.88,85.79,8.81,37.68,76.71,0
69.23,92.02,77.68,53.36,66.29,1
84.92,16.03,84.75,0.02,76.09,0
24.97,72.29,18.18,24.12,42.73,0
48.94,19.41,43.03,20.82,55.59,0
22.12,61.65,16.55,25.05,44.39,0
98.77,39.45,70.66,80.59,79.53,1
94.41,41.08,53.53,27.97,81.05,1
3.94,45.0,63.53,19.15,40.06,0
70.56,67.81,19.65,50.43,67.69,1
92.52,43.39,21.17,86.56,91.73,1
18.06,77.28,4.15,24.13,42.61,0
56.79,49.38,32.21,7.85,55.03,0
91.55,20.81,55.97,35.64,88.11,1
3.39,81.62,85.79,74.77,31.45,0
69.74,39.29,66.69,55.07,69.57,1
29.73,51.79,43.54,81.68,49.07,1
92.44,73.26,95.31,95.96,87.84,1
97.11,43.26,71.92,79.27,91.8,1
94.43,19.81,93.02,60.38,92.55,1
47.42,46.78,52.76,49.33,60.49,1
86.2,95.28,25.89,4.01,74.84,1
84.45,69.55,5.28,98.43,78.3,1
31.91,72.08,72.61,38.35,63.86,1
82.89,68.74,12.13,15.22,83.36,1
3.7,31.91,30.28,66.67,44.07,0
59.63,50.56,53.25,28.43,72.75,1
23.0,78.83,56.44,58.58,45.01,0
12.06,23.62,60.06,58.68,38.74,0
7.7,38.62,16.63,44.57,34.43,0
69.63,38.49,37.97,83.61,63.09,0
33.99,51.72,61.72,26.5,50.48,0
72.48,98.33,96.98,44.86,79.54,1
6.54,20.74,72.76,53.77,30.92,0
31.53,59.09,92.26,66.36,50.98,0
53.95,30.25,76.22,78.4,66.63,0
79.07,97.51,59.17,39.48,72.89,1
31.88,24.63,19.2,64.6,46.87,0
62.59,49.31,66.67,15.06,62.46,1
88.6,77.72,62.34,93.26,79.05,1
61.59,74.89,60.25,38.31,60.51,1
23.3,50.93,48.98,72.95,39.48,0
2.44,44.45,52.87,2.03,38.56,0
87.01,48.8,33.44,20.52,77.63,1
2.13,37.46,51.93,48.71,31.91,0
87.47,32.45,19.76,87.83,79.97,1
52.89,56.06,80.52,52.73,67.63,1
93.91,37.83,18.58,92.99,92.9,1
79.88,39.43,8.5,48.38,82.25,1
99.79,70.82,43.62,49.04,91.41,1
35.07,97.33,65.83,11.97,49.89,0
76.72,66.31,43.77,80.27,70.07,1
40.19,21.54,27.68,24.7,63.83,0
47.99,21.42,55.82,89.96,54.99,0
62.75,95.87,34.7,91.08,70.97,1
87.37,40.27,93.29,94.33,87.72,1
98.41,22.83,92.26,52.02,86.27,1
76.83,65.92,50.24,67.71,81.29,1
41.78,68.01,32.79,77.85,58.89,1
42.14,70.12,73.71,13.1,63.92,0
73.76,37.73,3.67,60.1,71.91,1
23.88,16.28,47.48,3.43,37.9,0
11.05,97.03,33.63,49.76,34.1,0
35.46,36.33,92.05,15.48,52.32,0
28.72,72.46,1.2,18.29,47.53,0
29.63,75.06,55.28,36.5,45.81,0
23.36,66.85,74.07,43.24,34.47,0
4.21,41.6,48.5,62.32,34.88,0
1.79,38.04,8.54,7.44,40.93,0
98.77,65.8,97.25,50.37,91.58,1
42.78,88.62,51.8,18.26,58.71,1
38.43,95.47,61.42,57.4,55.92,1
67.96,24.0,23.66,63.74,72.76,1
21.83,28.16,48.35,55.67,47.75,0
95.0,95.3,42.91,73.83,88.97,1
78.63,77.61,7.49,33.56,75.62,1
8.94,90.05,10.62,76.51,31.38,0
41.76,32.22,83.75,43.28,53.81,0
87.91,64.94,23.98,48.42,84.32,1
94.47,74.6,19.5,64.81,85.1,1
46.74,72.81,50.49,1.84,59.62,0
61.34,49.69,76.87,65.4,69.0,1
16.7,16.31,6.19,61.86,44.19,0
99.12,64.55,57.68,30.98,95.88,1
23.17,36.51,11.92,8.58,44.29,0
94.27,53.27,3.65,9.09,80.03,0
64.96,96.39,5.27,92.32,67.25,1
60.77,48.92,83.42,68.93,66.68,1
51.27,86.38,11.8,12.71,51.58,0
23.07,31.03,4.52,35.67,50.78,0
17.65,72.16,43.79,59.25,41.3,0
22.05,98.05,84.4,83.56,45.14,0
18.64,23.66,26.24,4.37,48.01,0
77.96,15.71,42.17,23.66,73.62,0
35.01,51.85,3.99,88.97,53.88,0
5.78,22.87,44.91,0.92,32.92,0
96.91,78.61,57.76,20.14,87.23,1
88.38,92.74,57.09,95.9,79.17,1
92.78,51.89,33.24,61.34,93.99,1
99.49,36.99,31.55,26.17,87.82,1
17.39,51.92,10.66,6.7,43.93,0
39.62,76.49,36.68,2.82,44.4,0
75.82,15.77,9.95,24.47,81.39,0
69.6,65.1,76.66,88.15,77.02,1
15.39,67.13,96.63,41.59,39.72,0
81.58,69.2,97.01,72.03,77.82,1
22.44,35.57,86.51,91.83,45.47,0
22.38,75.69,60.08,40.8,54.87,0
53.7,22.77,70.09,19.13,53.4,0
59.29,31.94,28.52,51.71,69.49,1
58.01,89.58,63.08,90.81,60.25,1
9.15,77.79,45.56,80.44,35.39,0
87.75,16.17,48.2,6.58,81.41,1
26.56,36.11,75.78,69.26,43.79,0
12.95,33.22,28.19,57.19,37.72,0
88.87,38.02,31.8,90.75,77.65,1
95.57,36.04,92.46,12.25,92.48,1
86.21,20.31,5.62,53.4,72.76,0
80.95,54.01,48.56,87.95,81.27,1
65.52,77.28,91.28,41.0,67.68,1
55.09,66.57,61.04,48.2,57.2,1
8.7,72.19,54.64,7.05,36.23,0
40.85,21.9,24.97,27.81,46.72,0
37.27,95.88,34.33,32.45,52.56,1
25.98,86.27,85.2,94.51,38.47,1
72.34,83.43,55.92,28.27,75.71,1
49.59,84.95,51.47,46.09,55.13,1
8.1,94.28,9.96,67.13,32.61,0
22.02,61.26,1.6,16.22,44.68,0
68.33,32.02,96.37,48.64,67.13,1
7.61,67.43,37.7,73.85,34.28,0
85.12,78.14,60.32,86.69,73.5,1
49.51,77.72,7.97,62.63,62.86,1
48.06,59.32,68.31,66.91,67.66,1
59.24,20.82,93.26,12.63,79.51,0
82.47,46.54,57.57,94.58,79.94,1
34.78,93.27,12.61,13.26,54.81,0
67.8,64.68,58.17,77.47,61.78,1
56.57,60.76,76.63,26.48,71.46,0
26.7,37.85,40.64,93.36,49.9,0
87.86,46.32,87.98,72.0,80.3,1
79.74,91.1,64.87,75.38,84.03,1
65.85,71.65,89.92,21.91,68.23,1
85.06,81.93,62.35,44.3,78.74,1
86.73,53.62,13.13,61.78,84.41,1
70.84,68.57,30.97,77.0,67.19,1
83.7,36.11,20.18,10.4,85.33,1
69.75,74.96,90.88,96.24,66.57,1
68.01,51.35,76.04,89.02,65.56,1
61.86,52.62,67.64,27.03,62.57,0
75.27,70.19,30.1,82.28,78.96,1
15.86,94.58,18.4,51.83,36.43,0
88.09,20.44,75.65,46.18,76.11,1
87.18,85.1,47.42,31.44,79.28,1
2.92,39.85,22.58,58.1,31.59,0
82.58,52.73,61.66,72.99,73.64,1
12.89,16.86,4.03,41.09,31.97,0
33.51,40.59,32.62,62.92,60.66,0
74.35,57.72,46.86,69.93,70.31,1
16.08,19.77,14.8,71.11,38.03,0
81.8,56.74,98.47,5.2,77.24,1
83.21,93.8,20.91,85.97,77.82,1
50.75,23.96,13.04,45.83,63.55,0
0.64,79.98,20.35,26.24,35.12,0
28.7,49.82,76.91,24.18,45.69,0
61.69,70.69,42.55,48.3,60.83,1
98.12,37.12,56.54,88.68,95.24,1
63.18,28.56,2.1,37.83,67.43,0
25.98,28.64,3.44,74.97,54.24,0
63.4,20.99,44.58,9.68,56.81,0
54.0,30.78,81.67,47.61,63.38,0
77.98,71.46,88.52,99.17,86.38,1
10.7,89.94,8.67,77.04,34.65,0
76.1,84.2,53.84,21.05,74.53,1
54.13,73.24,91.32,50.14,63.95,1
96.3,24.39,38.8,23.36,84.99,1
34.19,39.58,82.96,40.96,48.95,1
63.26,41.33,13.37,78.01,66.27,0
93.2,36.25,93.54,77.12,82.78,1
10.25,58.78,75.14,22.81,42.29,0
93.72,60.52,94.13,92.22,88.54,1
68.79,45.34,67.66,59.26,72.53,1
6.78,45.07,36.34,37.99,38.11,0
30.1,85.43,93.82,50.19,46.74,0
70.82,82.09,27.56,60.51,68.62,1
6.74,41.16,33.22,55.99,31.03,0
58.22,92.67,70.08,48.64,64.94,1
34.59,95.99,76.53,50.49,45.46,0
62.09,42.77,92.94,17.64,64.75,0
4.57,45.13,20.48,81.27,30.16,0
87.15,57.98,79.8,54.18,92.91,1
97.35,95.0,73.85,13.11,74.54,1
96.89,89.49,6.38,76.62,87.23,1
74.97,23.72,38.72,93.24,83.61,1
13.01,48.38,28.28,94.73,38.41,0
75.83,62.04,30.45,36.9,79.26,0
2.46,57.77,98.29,13.55,31.97,0
2.21,31.48,64.28,51.84,27.99,0
32.36,88.0,71.77,11.26,38.21,0
48.86,72.54,97.66,93.4,60.35,1
77.04,86.22,37.72,18.36,72.35,1
68.33,87.99,80.18,25.28,67.0,1
44.59,78.61,43.45,40.66,54.26,0
27.36,52.33,86.95,38.32,55.14,0
99.71,66.9,18.07,79.47,101.85,1
42.62,28.63,94.77,45.63,56.66,0
45.14,72.26,21.88,17.08,54.76,0
16.36,30.24,32.62,26.72,33.93,0
79.48,73.99,75.62,50.91,80.03,1
69.37,34.52,39.38,14.75,80.54,0
22.08,24.99,60.82,61.17,42.01,0
8.24,29.05,44.46,56.57,23.05,0
68.05,15.17,74.24,71.47,74.18,1
65.45,76.09,22.83,93.77,74.2,1
27.33,77.25,5.85,91.23,38.47,0
95.09,58.77,29.99,94.61,87.93,1
15.11,28.72,47.43,24.47,41.32,0
43.23,22.1,16.8,13.16,55.57,0
94.36,16.63,35.48,30.23,82.66,0
41.97,29.09,40.0,89.51,60.26,0
63.85,90.72,5.74,97.21,66.29,1
39.76,35.53,58.33,85.93,46.43,1
27.42,45.11,88.43,11.0,36.21,0
98.4,23.95,15.17,94.74,95.34,1
40.93,33.9,59.78,42.34,57.64,0
89.41,59.13,66.47,0.93,84.09,1
23.0,66.66,41.93,44.24,41.6,0
21.31,35.85,70.11,4.61,40.14,0
3.11,19.91,41.07,54.39,26.49,0
65.17,48.24,50.46,33.86,66.94,1
36.85,34.91,0.74,47.34,41.51,0
86.44,33.66,69.17,61.32,78.18,1
47.32,96.59,66.13,86.88,56.84,1
96.82,67.39,3.84,66.19,91.14,1
18.55,62.33,36.83,43.4,40.93,0
86.86,50.34,97.9,81.94,86.09,1
77.66,51.46,42.07,90.56,83.34,1
77.09,60.98,50.19,11.98,81.55,0
84.48,74.2,90.99,53.19,83.04,1
76.1,74.68,71.73,28.45,75.72,1
62.62,29.59,58.21,4.71,62.67,0
13.12,57.51,79.78,66.85,41.57,0
3.25,50.02,86.44,86.28,40.35,0
92.08,88.99,45.69,16.29,86.96,1
61.67,68.67,47.51,81.24,76.59,1
79.65,60.26,38.61,85.34,70.16,1
48.15,24.81,96.67,91.43,53.12,1
11.73,66.48,69.72,26.53,41.31,0
12.52,24.96,8.32,90.4,38.83,0
68.56,43.66,86.3,32.07,77.7,1
43.03,27.14,48.06,55.23,55.74,0
20.05,73.83,6.88,5.05,37.69,0
49.16,32.53,54.97,4.39,58.43,0
6.42,48.31,41.72,72.04,26.19,0
58.2,91.13,87.77,44.45,59.28,1
26.9,32.37,20.4,25.63,51.0,0
79.76,58.16,82.65,19.04,82.22,1
31.04,50.64,55.77,67.0,50.44,0
45.52,16.54,5.46,0.04,48.71,0
1.16,82.38,97.18,80.59,28.91,1
